run_id,condition,task,context_size,session_number,task_completion_rate,interrupt_count,corrective_instruction_count,context_tokens_used,duration_ms,error,timestamp
control_task-d_full_s1,control,task-d,full,1,1,0,0,0,239484,,2026-03-11T00:24:15.946Z
